,Username,ChampionToPredict,TierRankName,TierRank,LadderRank,TopChamp_S2022,TopChamp_Last20,AvgK_Last20,AvgD_Last20,AvgA_Last20,PrefPosition_Last20,LastPlayedChamp,LastPlayedResult
226,bXsArmstrong,Darius,platinum 3,18,"79,458",Darius,Darius,7.1,6.7,6.2,Top,Maokai,1
227,gintamashiro,Corki,platinum 3,18,"79,480",Sett,Wukong,8.3,4.8,9.8,Jungle,Wukong,1
228,hi meow,Miss Fortune,platinum 3,18,"79,428",Graves,Senna,5.8,7.9,10.9,Support,Miss Fortune,1
229,ThëJay,Twisted Fate,gold 4,13,"323,735",Vladimir,Riven,7.8,7.6,12.2,Jungle,Syndra,1
230,Naomi Scott,Master Yi,gold 4,13,"323,714",Singed,Ryze,8.0,5.7,5.5,Top,Master Yi,1
231,BiPolarTendency,Maokai,gold 4,13,"323,732",Maokai,Maokai,3.1,7.7,10.2,Support,Maokai,0
232,i am disturbed,Ekko,gold 4,13,"323,727",Ekko,Ekko,8.3,5.0,3.5,Middle,Ekko,1
233,Lyz233,Akali,gold 4,13,"323,758",Galio,Galio,7.4,8.8,11.9,Middle,Lux,1
234,rileystillsux,Graves,gold 4,13,"323,781",Viktor,Nidalee,8.2,7.1,6.8,Jungle,Caitlyn,0
235,stp,Bard,gold 4,13,"323,713",Ahri,Ahri,7.2,7.5,7.8,Middle,Akali,0
236,ujú,Riven,bronze 2,7,"1,047,353",Zoe,Zoe,5.4,8.8,11.0,Middle,Poppy,0
237,paiker7,Pyke,bronze 2,7,"1,047,367",Miss Fortune,Miss Fortune,4.6,7.2,6.6,Bottom,Miss Fortune,0
238,EIPadreto,Kalista,bronze 2,7,"1,047,336",Caitlyn,Katarina,6.4,8.5,10.7,Middle,Katarina,0
239,zCrimeboss,Pantheon,bronze 2,7,"1,047,305",Dr. Mundo,Pantheon,8.7,6.8,10.6,Top,Jax,0
240,VIGGY43,Volibear,bronze 2,7,"1,047,336",Master Yi,Volibear,7.9,6.2,7.2,Jungle,Master Yi,1
241,Kash000,Shyvana,bronze 2,7,"1,047,320",Garen,Garen,5.1,5.7,4.4,Top,Shyvana,1
242,Mrdinklemann,Sion,bronze 2,7,"1,047,378",Sion,Zac,2.5,4.9,5.4,Top,Sion,0
243,TeenVaseline,Tristana,bronze 2,7,"1,047,305",Tristana,Fizz,4.9,4.9,7.7,Middle,Tristana,0
244,Wallfrog,Tristana,bronze 2,7,"1,047,321",Tahm Kench,Lillia,4.7,5.6,8.8,Jungle,Xayah,0
245,Notice Me,Sejuani,gold 4,13,"334,230",Janna,Blitzcrank,3.1,8.0,14.5,Support,Blitzcrank,1
246,Hand of Gabriel,Vi,gold 4,13,"334,256",Vi,Vi,5.0,4.8,5.7,Top,Vi,1
247,PsychoMatrix,Udyr,gold 4,13,"334,230",Malzahar,Miss Fortune,6.8,6.5,9.8,Middle,Rengar,0
248,Praetor Tiberian,Caitlyn,gold 4,13,"334,212",Caitlyn,Vayne,9.5,3.8,8.3,Bottom,Vayne,1
249,Risi,Miss Fortune,gold 4,13,"334,282",Xayah,Xayah,8.2,5.0,9.8,Bottom,Xayah,0
250,SMG Manly Dan,Teemo,gold 4,13,"334,233",Blitzcrank,Janna,3.8,7.8,15.1,Support,Morgana,0
251,TooCrook,Graves,gold 4,13,"334,294",Diana,Caitlyn,6.3,6.5,5.9,Bottom,Lee Sin,1
252,MrStumbosis,Aatrox,gold 4,13,"334,201",Aatrox,Aatrox,5.9,4.1,5.0,Top,Yone,0
253,TheNephilimist,Lissandra,bronze 2,7,"1,040,366",Aphelios,Varus,9.9,8.5,6.7,Bottom,Gnar,0
254,Rise527,Nocturne,bronze 2,7,"1,040,378",Nocturne,Nocturne,9.2,7.2,9.8,Jungle,Nocturne,0
255,Bwanon,Blitzcrank,bronze 2,7,"1,040,377",Sona,Sona,5.9,7.9,19.3,Support,Lucian,0
256,BIGFATSLOPPYJ0E,Samira,bronze 2,7,"1,040,326",Caitlyn,Ezreal,7.1,5.3,3.5,Bottom,Jinx,0
257,Çrimśoñ,Lux,bronze 2,7,"1,040,318",Neeko,Neeko,4.8,6.2,7.7,Middle,Vex,0
258,Frostybit6969,Jinx,bronze 2,7,"1,040,303",Kayn,Veigar,7.4,7.3,5.3,Bottom,Veigar,-1
259,mkokrahac,Shen,silver 4,9,"815,024",Shen,Shen,4.4,4.7,8.4,Top,Shen,1
260,Renrysuge,Sivir,silver 4,9,"815,009",Akali,Rumble,8.3,7.6,10.7,Middle,Akshan,0
261,unltdbw,Kog'Maw,silver 4,9,"815,076",Ezreal,Caitlyn,6.3,4.3,7.3,Bottom,Ahri,1
262,NowYouFukedUp,Vi,silver 4,9,"815,044",Vi,Vi,7.9,4.6,9.5,Jungle,Vi,1
263,Urissalori,Lucian,silver 4,9,"815,044",Draven,Twitch,16.3,7.3,3.7,Bottom,Twitch,1
264,issasprite,Miss Fortune,silver 4,9,"815,017",Ezreal,Yone,6.8,8.8,7.1,Middle,Miss Fortune,1
265,PALE PWNR,Shyvana,silver 1,12,"452,138",Shyvana,Shyvana,6.9,6.7,7.6,Jungle,Shyvana,0
266,Kuro Hekireki,Malzahar,silver 1,12,"452,127",Malzahar,Miss Fortune,6.0,3.4,8.3,Bottom,Ezreal,0
267,EvenJellyOn,Akali,silver 1,12,"452,173",Ahri,Ahri,8.5,5.6,11.8,Middle,Graves,1
268,Hermin,Pantheon,silver 1,12,"452,196",Amumu,Anivia,10.5,7.5,12.2,Jungle,Amumu,0
269,Bonger,Twitch,silver 1,12,"452,110",Twitch,Twitch,9.2,9.1,18.0,Bottom,Cho'Gath,1
270,FoxyForeign,Warwick,silver 1,12,"452,170",Zed,Karthus,9.7,9.8,15.2,Jungle,Zac,1
271,Nightslaer,Pyke,silver 1,12,"452,163",Zyra,Riven,8.3,4.8,9.6,Support,Vi,1
272,Botsumi,Xayah,silver 1,12,"452,190",Viktor,Viktor,5.8,5.9,7.1,Middle,Xayah,1
273,Skinnyggggg,Sejuani,bronze 2,7,"1,063,448",Sejuani,Sejuani,2.2,6.4,9.8,Jungle,Sejuani,0
274,CarrotGod66,Aatrox,bronze 2,7,"1,063,469",Volibear,Mordekaiser,5.2,6.1,8.7,Top,Sion,0
275,scorpra,Nunu & Willump,bronze 2,7,"1,063,454",Kai'Sa,Caitlyn,4.5,5.4,8.7,Bottom,Irelia,0
276,Victoriya,Jax,bronze 2,7,"1,063,412",Aatrox,Jax,9.2,6.3,4.7,Top,Jayce,1
277,YuumiBotz,Warwick,bronze 2,7,"1,063,498",Tristana,Sejuani,6.1,6.2,5.9,Jungle,Caitlyn,0
278,Prodiginous,Sett,bronze 2,7,"1,063,486",Darius,Darius,8.2,4.6,5.9,Top,Yone,1
279,4vs5Hero,Yuumi,bronze 4,5,"1,219,259",Lux,Yuumi,3.5,6.5,10.7,Top,Warwick,0
280,Unkle Drunkle,Kha'Zix,bronze 4,5,"1,219,228",Swain,Swain,5.5,6.1,10.8,Support,Lulu,0
281,TonyG250,Kha'Zix,bronze 4,5,"1,219,206",Kha'Zix,Kha'Zix,6.0,6.6,4.9,Jungle,Sona,0
282,G7Leg,Fiora,bronze 4,5,"1,219,251",Irelia,Irelia,3.0,9.4,6.5,Top,Darius,1
283,KingDJ47,Akali,bronze 4,5,"1,219,298",Akali,Akali,11.9,6.8,4.5,Middle,Akali,0
284,RizeFusionX,Gangplank,bronze 4,5,"1,219,270",Gangplank,Fiora,2.4,4.7,4.4,Top,Fiora,1
285,TightDiqPlaya,Lux,bronze 4,5,"1,219,201",Leona,Leona,2.9,6.6,11.2,Support,Senna,0
286,Zikk,Kindred,silver 2,11,"517,609",Kindred,Kindred,5.7,7.1,5.6,Jungle,Kindred,1
287,Jurek Jerzyk,Jax,silver 2,11,"517,633",Hecarim,Sona,5.1,8.2,16.7,Support,Vel'Koz,1
288,Ecuasad,Rek'Sai,silver 2,11,"517,644",Graves,Wukong,8.2,7.8,7.8,Jungle,Tristana,1
289,Bombadillo,Orianna,silver 2,11,"517,696",Xerath,Xerath,5.2,4.7,18.6,Support,Sion,0
290,Coochmagoo,Teemo,silver 2,11,"517,627",Heimerdinger,Teemo,9.5,6.9,11.3,Middle,Teemo,1
291,Taken Horizon,Ahri,silver 2,11,"517,622",Diana,Ahri,6.3,5.3,9.0,Middle,Shyvana,1
292,Pr043v3rN1c3,Nasus,silver 2,11,"517,626",Tryndamere,Tryndamere,6.9,4.5,4.7,Top,Tryndamere,0
293,KING of PANTIES,Yasuo,silver 2,11,"517,646",Wukong,Wukong,5.2,6.8,8.1,Jungle,Lee Sin,1
294,TG7Djibouti,Vayne,bronze 1,8,"978,294",Twitch,Varus,8.3,7.1,7.4,Bottom,Twitch,1
295,HouseSlipper,Varus,bronze 1,8,"978,233",Graves,Graves,2.8,6.3,8.8,Jungle,Kindred,0
296,hotgirl72,Volibear,bronze 1,8,"978,238",Volibear,Volibear,4.7,4.4,7.4,Jungle,Soraka,0
297,Vitriololing,Shen,bronze 1,8,"978,273",Shen,Shen,5.5,4.3,11.9,Top,Shen,0
298,Thaasophobia,Sivir,bronze 1,8,"978,239",Veigar,Udyr,8.4,5.9,11.4,Jungle,Amumu,0
299,Lykoss,Teemo,bronze 1,8,"978,278",Kindred,Jax,4.2,7.4,7.8,Jungle,Master Yi,0
300,YouBurnEasy,Lissandra,bronze 1,8,"978,278",Jinx,Lissandra,7.7,5.6,8.0,Middle,Orianna,1
301,ACDLC,Thresh,bronze 1,8,"978,273",Thresh,Thresh,1.0,7.4,14.2,Support,Nautilus,0
302,Cold Shoes,Brand,bronze 1,8,"978,278",Jayce,Brand,4.7,8.8,8.6,Support,Lux,0
303,Mutsu,Senna,bronze 1,8,"978,270",Tristana,Nasus,8.2,9.6,16.2,Support,Pyke,0
304,Violet173,Lux,bronze 3,6,"1,119,773",Lux,Lux,8.5,7.7,10.3,Middle,Lux,1
305,Dirty Crustacean,Jinx,bronze 3,6,"1,119,764",Zyra,Morgana,5.1,8.3,11.6,Support,Thresh,1
306,LexLuthot,Annie,bronze 3,6,"1,119,704",Lulu,Morgana,2.1,6.3,12.9,Support,Cassiopeia,1
307,Jake Paμl,Ahri,bronze 3,6,"1,119,746",Lee Sin,Lee Sin,13.0,6.4,9.3,Top,Jax,1
308,LXsmirkey,Pyke,bronze 3,6,"1,119,713",Blitzcrank,Jhin,7.9,6.8,13.0,Support,Karthus,1
309,The DeadLock,Katarina,bronze 3,6,"1,119,755",Malzahar,Malzahar,5.0,4.1,7.1,Middle,Twisted Fate,0
310,RJ Mayo,Jax,bronze 3,6,"1,119,788",Hecarim,Hecarim,2.5,9.2,6.2,Jungle,Jax,0
311,wolfgodking,Quinn,bronze 3,6,"1,119,782",Yasuo,Lux,7.1,5.9,7.7,Jungle,Graves,0
312,hiddensquid6969,Mordekaiser,bronze 3,6,"1,119,748",Seraphine,Miss Fortune,8.3,8.2,5.2,Bottom,Qiyana,0
313,Voracious D,Lulu,gold 1,16,"156,632",Lulu,Lulu,2.1,4.4,17.1,Support,Soraka,1
314,HotdogMaster,Sylas,gold 1,16,"156,637",Yasuo,Yasuo,8.0,6.4,8.6,Middle,Twisted Fate,0
315,Gio Mango,Lissandra,gold 1,16,"156,696",Lissandra,Lissandra,7.5,4.4,12.9,Middle,Lissandra,0
316,Lightning,Maokai,gold 1,16,"156,646",Garen,Caitlyn,9.6,6.4,13.7,Middle,Karma,0
317,USC bonzetti,Xayah,gold 1,16,"156,699",Senna,Veigar,7.6,5.3,12.9,Bottom,Ezreal,0
318,Utopia LarShadow,Darius,gold 1,16,"156,641",Rek'Sai,Xin Zhao,5.7,6.7,5.5,Jungle,Cho'Gath,1
319,BabyPandi,Caitlyn,gold 1,16,"156,656",Vayne,Samira,6.4,9.2,6.9,Bottom,Xayah,0
320,I WILL ENGAGE,Bard,gold 1,16,"156,686",Rakan,Nautilus,3.1,6.3,13.4,Support,Veigar,1
321,DuDuDu 115,Diana,gold 1,16,"156,644",Nunu & Willump,Graves,11.6,6.5,7.8,Jungle,Diana,1
322,Prince Waymon,Gangplank,gold 1,16,"156,620",Caitlyn,Samira,8.8,5.7,7.4,Bottom,Samira,1
323,SpacyAkrone,Yasuo,bronze 2,7,"1,013,837",Warwick,Nasus,6.2,7.5,7.2,Top,Tryndamere,1
324,Akamatsuu,Evelynn,bronze 2,7,"1,013,900",Evelynn,Evelynn,5.0,6.0,6.7,Middle,Syndra,1
325,Jay3z,Shaco,bronze 2,7,"1,013,810",Shaco,Shaco,6.4,5.9,9.2,Jungle,Jax,0
326,Phlegyia,Twisted Fate,bronze 2,7,"1,013,813",Yone,Yone,6.5,6.9,4.2,Middle,Akshan,0
327,Vitalcry1582,Rengar,bronze 2,7,"1,013,826",Katarina,Zeri,7.3,7.3,7.7,Middle,Akali,1
328,PokerCheck,Kalista,bronze 2,7,"1,013,881",Vayne,Kalista,10.0,6.3,6.0,Bottom,Kalista,1
329,Im yo Daddy2,Mordekaiser,bronze 2,7,"1,013,886",Mordekaiser,Mordekaiser,5.1,5.8,4.2,Top,Jax,0
330,EpsteinsMasseuse,Nautilus,platinum 4,17,"100,654",Rammus,Varus,6.2,6.6,9.9,Support,Nautilus,1
331,Bustinn,Kalista,platinum 4,17,"100,671",Jinx,Ezreal,6.2,6.6,5.9,Bottom,Irelia,0
332,jermarks,Zoe,platinum 4,17,"100,663",Nautilus,Nautilus,8.2,9.4,18.5,Support,Jhin,0
333,Yi Yun,Kayn,platinum 4,17,"100,646",Graves,Nocturne,6.6,6.9,8.4,Jungle,Graves,0
334,Ozmi,Thresh,platinum 4,17,"100,625",Thresh,Thresh,7.4,6.3,17.0,Support,Renata Glasc,1
335,xTom,Fiora,platinum 4,17,"100,641",Neeko,Akali,5.7,7.0,5.8,Middle,Neeko,0
336,tuong100,Kai'Sa,platinum 4,17,"100,659",Camille,Miss Fortune,6.6,6.5,10.0,Bottom,Kai'Sa,1
337,Søsà,Diana,platinum 4,17,"100,648",Zed,Zed,7.7,5.9,5.5,Middle,Lucian,0
338,KOREA CURRY,Diana,diamond 2,23,"12,765",Nidalee,Nidalee,7.5,4.9,7.6,Jungle,Nidalee,1
339,exist for love,Yuumi,diamond 2,23,"12,738",Yuumi,Yuumi,1.3,4.3,14.5,Support,Yuumi,0
340,Avale,Pyke,diamond 2,23,"12,749",Yuumi,Yuumi,7.4,4.0,9.8,Support,Vi,0
341,bitxh,Diana,diamond 2,23,"12,714",Kindred,Diana,8.0,6.5,7.9,Jungle,Kha'Zix,0
342,CanOfB3ans,Quinn,diamond 2,23,"12,741",Quinn,Quinn,9.1,5.6,5.9,Top,Quinn,1
343,Meaning Of Yasuo,Zed,diamond 2,23,"12,702",Viego,Zed,9.8,4.6,8.6,Jungle,Zed,1
344,VayneBlyat,Darius,diamond 2,23,"12,762",Darius,Darius,5.9,5.3,3.7,Top,Darius,1
345,OMORI Kel,Yuumi,diamond 2,23,"12,744",Yuumi,Yuumi,5.0,5.4,18.5,Support,Sona,1
346,QuIetlys,Graves,diamond 2,23,"12,735",Graves,Graves,8.7,3.7,8.2,Jungle,Graves,0
347,stephen kary,Riven,diamond 2,23,"12,758",Fiora,Katarina,9.2,6.5,5.7,Middle,Fiora,0
348,Mømi,Riven,gold 4,13,"401,976",Riven,Riven,6.4,7.3,7.1,Top,Riven,0
349,Fusticles,Diana,gold 4,13,"401,927",Ahri,Diana,4.3,5.3,4.7,Middle,Diana,0
350,lethuhl RnG,Malzahar,gold 4,13,"401,931",Jinx,Akali,6.0,8.4,6.0,Middle,Gangplank,0
351,aru mait0,Zeri,gold 4,13,"402,022",Seraphine,Zeri,4.9,7.4,7.1,Middle,Zeri,0
352,lolking77,Xayah,gold 4,13,"401,958",Vi,Xayah,5.9,7.0,7.1,Bottom,Xayah,1
353,uniph9point0,Kai'Sa,gold 4,13,"401,959",Annie,Annie,6.5,7.5,7.1,Top,Garen,0
354,NORMAN YU,Illaoi,gold 4,13,"402,018",Illaoi,Illaoi,6.4,5.9,5.5,Top,Illaoi,0
355,lorddtilt,Nasus,diamond 2,23,"12,316",Nasus,Nasus,4.3,5.6,5.5,Top,Nasus,1
356,R1 Sky,Alistar,diamond 2,23,"12,390",Nautilus,Tahm Kench,4.2,6.0,9.7,Support,Blitzcrank,0
357,Penguins coming,Kindred,diamond 2,23,"12,315",Kindred,Ekko,8.6,4.2,8.6,Jungle,Kindred,1
358,shiFenZhongHouC,Graves,diamond 2,23,"12,377",Ekko,Ekko,9.2,4.7,8.0,Jungle,Xin Zhao,1
359,a BB king,Ahri,diamond 2,23,"12,335",Karma,Ahri,5.0,5.9,14.5,Middle,Ahri,1
360,wsbblyy,Ahri,diamond 2,23,"12,301",Ahri,Ahri,7.1,5.8,7.7,Middle,Jhin,1
361,DBLDEE,Lucian,diamond 2,23,"12,358",Jinx,Jinx,7.8,6.9,7.3,Bottom,Jinx,0
362,PixelatedFairy,Neeko,diamond 2,23,"12,348",Lux,Lux,6.8,6.9,10.8,Middle,Zoe,1
363,pg clucks610,Graves,diamond 2,23,"12,323",Graves,Graves,3.9,4.9,6.2,Jungle,Evelynn,0
364,Yukînon,Ezreal,diamond 2,23,"12,353",Jhin,Jhin,8.4,6.9,7.6,Bottom,Twitch,0
365,Joductape,Samira,bronze 3,6,"1,100,184",Varus,Varus,5.7,7.6,7.1,Bottom,Draven,0
366,JoylessMule,Vi,bronze 3,6,"1,100,174",Vi,Vi,5.9,5.7,8.4,Jungle,Vi,1
367,ShadowPhoenix152,LeBlanc,bronze 3,6,"1,100,144",Jinx,Lux,8.8,6.5,6.0,Middle,Lux,1
368,Rykhet,Warwick,bronze 3,6,"1,100,206",Ziggs,Ziggs,4.8,4.5,4.3,Middle,Ziggs,0
369,SSSxTalisman,Akshan,bronze 3,6,"1,100,131",Volibear,Blitzcrank,7.1,5.7,14.2,Top,Bard,0
370,Discreet,Yasuo,bronze 3,6,"1,100,194",Jinx,Jinx,6.2,6.4,7.3,Bottom,Jinx,1
371,riverjester,Senna,bronze 3,6,"1,100,138",Senna,Senna,4.8,6.8,13.1,Support,Senna,1
372,Kookooman44,Trundle,bronze 3,6,"1,100,145",Jhin,Trundle,4.6,4.8,5.5,Jungle,Master Yi,0
373,LambertGhini,Pyke,iron 2,3,"1,278,313",Veigar,Kayn,5.7,7.6,8.4,Middle,Katarina,1
374,can u pick lulu,Pyke,iron 2,3,"1,278,406",Yuumi,Twitch,16.3,4.1,4.9,Bottom,Pyke,1
375,Manoj4468,Yone,bronze 1,8,"910,615",Sett,Sett,4.5,4.9,5.8,Top,Aurelion Sol,0
376,Z3DORA,Kai'Sa,bronze 1,8,"910,647",Yasuo,Kai'Sa,10.7,5.7,9.2,Bottom,Zeri,0
377,ChrixElCuco,Yasuo,bronze 1,8,"910,678",Malzahar,Yasuo,7.0,6.3,7.2,Bottom,Ziggs,1
378,Keyboard no B,Ezreal,bronze 1,8,"910,653",Zed,Lee Sin,8.9,9.4,7.5,Top,Lee Sin,0
379,PellevalVo,Yuumi,bronze 1,8,"910,676",Yuumi,Yuumi,1.3,4.3,16.0,Support,Yuumi,0
380,Chiefcake,Tryndamere,bronze 4,5,"1,163,202",Tryndamere,Malphite,6.5,7.6,8.9,Support,Tryndamere,1
381,Zero Hinata,Lux,bronze 4,5,"1,163,290",Lux,Lux,1.9,7.1,6.1,Support,Lux,1
382,iBluuey,Zeri,bronze 4,5,"1,163,244",Olaf,Vayne,8.8,7.1,6.9,Bottom,Kai'Sa,1
383,Turkko,Diana,bronze 4,5,"1,163,288",Taliyah,Diana,10.4,11.2,9.9,Middle,Diana,0
384,Peytonamor,Miss Fortune,silver 4,9,"750,764",Miss Fortune,Miss Fortune,7.8,7.0,10.8,Bottom,Miss Fortune,0
385,PopSmke,Dr. Mundo,diamond 4,21,"23,930",Illaoi,Aatrox,6.2,5.9,10.8,Top,Aatrox,1
386,evei,Shen,diamond 4,21,"23,994",Vladimir,Vladimir,6.7,5.4,6.8,Middle,Vladimir,1
387,fat tweaker,Vladimir,diamond 4,21,"23,958",Vladimir,Vladimir,9.5,7.6,11.4,Middle,Sylas,0
388,Kerwin0410,Rek'Sai,diamond 4,21,"23,925",Blitzcrank,Kha'Zix,11.2,6.5,9.4,Jungle,Kha'Zix,0
389,D1 Peak,Singed,diamond 4,21,"23,922",Samira,Vayne,11.0,6.4,9.1,Middle,Vex,0
390,HwangNaYeon,Viktor,diamond 4,21,"24,002",Jayce,Corki,4.5,5.3,7.1,Middle,Viktor,0
391,Blidh,Thresh,diamond 4,21,"23,912",Yuumi,Thresh,6.6,6.4,15.6,Support,Pyke,1
392,Saipanda,Gangplank,diamond 4,21,"23,916",Gragas,Gragas,6.4,9.4,21.1,Jungle,Shaco,1
393,Semtexian,Renata Glasc,diamond 4,21,"23,906",Leona,Renata Glasc,4.3,6.3,18.3,Support,Pantheon,1
394,lsmjianjian,Ashe,platinum 3,18,"72,923",Shyvana,Ashe,10.7,8.2,11.6,Bottom,Ashe,0
395,ChinnyChinChilla,Yasuo,platinum 3,18,"72,910",Jhin,Yasuo,6.8,5.8,9.8,Bottom,Vayne,0
396,Seiunn,Sett,platinum 3,18,"72,916",Ezreal,Sett,10.5,7.8,11.0,Bottom,Zilean,0
397,troublemaeka,Xayah,platinum 3,18,"72,988",Kai'Sa,Xayah,6.3,4.0,7.2,Bottom,Xayah,1
398,kobebrian123,Xerath,platinum 3,18,"72,952",Nautilus,Nautilus,3.6,7.0,10.6,Support,Nautilus,1
399,Demons Clover,Fiddlesticks,platinum 3,18,"72,955",Nocturne,Nocturne,6.5,6.8,8.0,Jungle,Master Yi,0
400,MrBackdoor,Gnar,platinum 3,18,"72,904",Jhin,Graves,6.2,7.2,8.8,Bottom,Graves,0
401,chefjaime,Teemo,platinum 3,18,"72,949",Teemo,Teemo,6.3,6.3,6.5,Top,Teemo,0
402,gusgomes,Ahri,silver 3,10,"701,119",Nautilus,Ahri,7.4,7.2,12.5,Middle,Ahri,1
403,Reısa,Veigar,silver 3,10,"701,106",Morgana,Veigar,6.6,7.1,11.9,Support,Lux,0
404,Omegashenrom,Tryndamere,silver 3,10,"701,173",Nasus,Nasus,4.8,3.2,5.4,Top,Nasus,0
405,OGWhimsy,Kayn,silver 3,10,"701,122",Yasuo,Gnar,6.4,7.9,8.8,Top,Ezreal,0
406,PabstBlueRibbon,Ekko,silver 3,10,"701,157",Ekko,Ekko,7.0,7.5,8.2,Middle,Ekko,0
407,KaijuCarl,Xayah,silver 3,10,"701,147",Anivia,Twisted Fate,4.8,5.7,7.3,Support,Singed,0
408,BeautifulPeachNH,Soraka,silver 3,10,"701,109",Nami,Soraka,2.9,5.8,15.6,Support,Soraka,0
409,DerpFailMeme,Xayah,silver 3,10,"701,151",Volibear,Xayah,10.0,9.9,11.9,Top,Ashe,1
410,Disklauncher,Master Yi,silver 3,10,"701,161",Master Yi,Master Yi,8.4,7.9,5.1,Jungle,Warwick,0
411,NkGold,Ahri,bronze 3,6,"1,117,381",Yasuo,Yasuo,9.7,10.2,6.0,Middle,Warwick,0
412,GlobalKun,Thresh,bronze 3,6,"1,117,325",Xerath,Xerath,5.7,7.4,11.5,Support,Heimerdinger,1
413,OffMeta2Win,Viktor,bronze 4,5,"1,177,597",Kennen,Kennen,4.4,10.0,9.2,Top,Mordekaiser,1
414,Archerrsnow,Kha'Zix,bronze 4,5,"1,177,586",Fiora,Garen,5.1,6.3,4.7,Top,Irelia,0
415,BeansOnToasty,Sett,bronze 4,5,"1,177,548",Pyke,Sett,6.4,6.7,3.4,Bottom,Sett,1
416,CaptainVangeance,Garen,bronze 4,5,"1,177,582",Diana,Garen,5.3,6.6,6.5,Jungle,Morgana,0
417,NicknameVEVO,Kai'Sa,bronze 4,5,"1,177,535",Jhin,Kai'Sa,4.2,8.4,7.0,Bottom,Jhin,1
418,Spruce72202,Warwick,bronze 4,5,"1,177,515",Illaoi,Kha'Zix,7.4,6.5,7.3,Jungle,Hecarim,0
419,Gooruh,Shaco,gold 1,16,"162,651",Ekko,Fizz,11.4,5.1,5.5,Middle,Fizz,1
420,Chephawn,Kha'Zix,gold 1,16,"162,656",Kha'Zix,Kha'Zix,12.1,5.2,6.8,Jungle,Kayn,0
421,Sünłıght,Vladimir,gold 1,16,"162,620",Akshan,Akshan,7.3,3.8,8.9,Middle,Akshan,1
422,Ay Mira,Ekko,gold 1,16,"162,666",Ekko,Ekko,10.4,6.1,10.5,Bottom,Jhin,0
423,KariLuna,Kai'Sa,gold 1,16,"162,683",Ezreal,Caitlyn,10.5,5.9,7.7,Bottom,Qiyana,0
424,dragginn,Jayce,gold 1,16,"162,644",Tryndamere,Jayce,6.0,6.3,5.6,Top,Akali,0
425,V4YNNE,Vayne,gold 1,16,"162,649",Vayne,Vayne,6.5,5.1,8.3,Bottom,Kayle,0
426,AttilaThe1,Yasuo,bronze 4,5,"1,209,612",Leona,Leona,4.4,7.1,9.5,Support,Leona,0
427,NickieMakila,Sett,bronze 4,5,"1,209,617",Malphite,Mordekaiser,5.4,5.6,10.3,Top,Pyke,0
428,AmericanMav,Rammus,bronze 4,5,"1,209,633",Rammus,Rammus,6.2,5.7,10.7,Jungle,Rammus,1
429,Chillin8,Nunu & Willump,bronze 4,5,"1,209,628",Miss Fortune,Nunu & Willump,4.1,5.9,10.9,Jungle,Vex,1
430,IcyLightning220,Master Yi,bronze 4,5,"1,209,685",Graves,Graves,6.4,5.8,5.4,Jungle,Graves,1
431,CanadianKestrel,Morgana,bronze 4,5,"1,209,610",Garen,Garen,8.9,9.3,5.2,Top,Renekton,0
432,Hyuha,Qiyana,bronze 4,5,"1,209,696",Akali,Samira,5.6,9.5,4.4,Middle,Akali,0
433,RobertFrancis,Ornn,platinum 2,19,"51,966",Akshan,Akshan,8.7,8.2,8.6,Middle,LeBlanc,0
434,xloicx,Katarina,platinum 2,19,"51,908",Kayn,Kayn,13.4,4.9,9.4,Jungle,Kayn,1
435,S3cret Base,Jax,platinum 2,19,"51,952",Vex,Akshan,10.3,8.5,17.0,Bottom,Gangplank,1
436,mutalish,Yone,platinum 2,19,"51,917",Aatrox,Aatrox,5.4,5.6,5.4,Top,Zed,0
437,Nadine,Aatrox,platinum 2,19,"51,916",Tryndamere,Aatrox,10.6,6.2,7.7,Top,Yuumi,0
438,Valesko,Vi,platinum 2,19,"51,971",Kayn,Kayn,7.3,6.5,7.8,Jungle,Kayn,0
439,SmackinBunniez,Miss Fortune,silver 4,9,"747,733",Miss Fortune,Miss Fortune,8.2,6.4,8.5,Bottom,Annie,0
440,NopeNotRightNow,Shaco,silver 1,12,"474,797",Shaco,Shaco,6.4,8.3,12.1,Jungle,Shaco,0
441,JakeFromStateFam,Miss Fortune,silver 1,12,"474,793",Jinx,Soraka,5.3,4.7,8.8,Jungle,Xayah,0
442,MONKEY BONER BIG,Senna,silver 1,12,"474,715",Senna,Senna,8.3,6.8,16.3,Support,Senna,0
443,Thefiresgone,Jhin,silver 1,12,"474,731",Jhin,Jhin,6.4,6.4,8.6,Bottom,Jhin,1
444,Shadowss,Yasuo,silver 1,12,"474,759",Ezreal,Zed,8.4,4.4,7.4,Middle,Sylas,0
445,ImSryThatUrDead,Caitlyn,silver 1,12,"474,737",Caitlyn,Caitlyn,5.3,5.6,10.4,Bottom,Caitlyn,1
446,zzjaqmn,Nasus,bronze 3,6,"1,146,569",Nasus,Nasus,4.5,5.2,7.9,Top,Nasus,1
447,AdamFuryCurry666,Aatrox,bronze 3,6,"1,146,580",Garen,Pantheon,8.3,7.6,3.9,Top,Braum,0
448,tvano10,Blitzcrank,bronze 3,6,"1,146,562",Cho'Gath,Akali,5.1,5.1,6.8,Top,Qiyana,0
449,abtc378,Ahri,bronze 3,6,"1,146,533",Kayn,Ahri,10.4,7.9,7.6,Middle,Yone,0
